1,0.004447,0.153602
2,0.014447,0.382591
3,0.024447,0.578616
4,0.034447,0.672969
5,0.044447,0.739300
6,0.054447,0.777034
7,0.064447,0.810047
8,0.074447,0.823916
9,0.084447,0.834694
10,0.094447,0.841527
11,0.104447,0.848807
12,0.114447,0.857316
13,0.124447,0.863227
14,0.134447,0.866409
15,0.144447,0.869908
16,0.154447,0.872712
17,0.164447,0.873675
18,0.174447,0.873914
19,0.184447,0.873974
20,0.194447,0.873991
21,0.204447,0.873997
22,0.214447,0.873999
23,0.224447,0.873999
24,0.234447,0.874000
25,0.244447,0.874000
26,0.254447,0.874000
27,0.264447,0.874000
28,0.274447,0.874000
29,0.284447,0.874000
30,0.294447,0.874000
31,0.304447,0.874000
32,0.314447,0.874000
33,0.324447,0.874000
34,0.334447,0.874000
35,0.344447,0.874000
36,0.354447,0.874000
37,0.364447,0.874000
38,0.374447,0.874000
39,0.384447,0.874000
40,0.394447,0.874000
41,0.404447,0.874000
42,0.414447,0.874000
43,0.424447,0.874000
