0.73374,-0.2485,
0.79364,0.021613,
0.71638,-0.43338,
0.68347,-0.15961,
1.0605,-0.14404,
0.79306,0.018588,
0.65647,-0.22561,
0.75193,-0.2574,
0.71306,0.4232,
0.62818,-0.22633,
0.60804,0.1509,
0.71431,-0.23784,
0.67218,-0.12699,
0.77989,-0.327,
0.76316,-0.341,
0.64613,0.23781,
0.74128,-0.14524,
0.79213,0.11197,
0.65277,0.045104,
1.1421,0.017139,
0.73771,-0.052639,
0.53867,-0.019142,
0.63487,0.033725,
0.67729,0.064241,
0.76197,-0.15611,
0.78724,-0.16128,
0.84273,-0.34298,
0.7597,-0.0065794,
0.91105,0.045372,
0.5982,-0.27179,
0.65207,0.01485,
0.63467,-0.18168,
0.84456,-0.18663,
0.75438,-0.1098,
0.79308,0.3691,
0.53871,0.35337,
0.77396,-0.34455,
0.60959,-0.28059,
1.0562,0.011122,
0.66735,-0.31081,
0.66355,-0.26799,
0.51878,-0.20973,
0.67859,-0.046223,
0.63272,0.042945,
0.68933,-0.19488,
0.71575,-0.059074,
0.86009,-0.071825,
0.64112,0.19848,
0.87074,-0.034201,
0.62921,-0.28335,
0.8067,0.028312,
0.82181,-0.38099,
0.8683,-0.17788,
0.8103,-0.1261,
0.81967,-0.33458,
0.82228,-0.052203,
1.0489,-0.27264,
0.63803,0.32214,
0.73447,0.070435,
0.67321,0.56001,
0.84631,-0.2436,
0.6659,-0.033585,
0.79031,-0.068303,
0.84817,-0.01895,
0.65285,-0.12942,
0.75955,-0.03916,
0.67137,0.16161,
0.5728,-0.30339,
0.62617,-0.037895,
0.82354,-0.048827,
0.67857,0.38444,
0.64069,-0.18225,
0.90495,-0.27176,
0.89109,-0.26817,
0.7704,-0.10948,
0.64681,0.18126,
0.78866,0.094612,
0.87076,-0.29955,
0.71865,0.26695,
0.54962,-0.002335,
0.71591,0.035064,
0.73203,0.035014,
0.90628,-0.23401,
0.74834,-0.44567,
0.53287,-0.11561,
0.65942,-0.081216,
0.64575,-0.37053,
0.79555,-0.050885,
0.88348,0.014853,
0.64624,-0.017433,
0.76224,-0.11435,
0.69287,0.34261,
0.71775,-0.10944,
0.57193,-0.31239,
0.73413,-0.27414,
0.85986,-0.19063,
0.72696,-0.3112,
0.65342,-0.22465,
0.57794,-0.20305,
0.77749,-0.35584,
0.62128,-0.20399,
0.71481,0.02428,
0.82832,-0.015391,
0.8197,-0.17616,
0.73255,0.16131,
0.81122,-0.11342,
0.68617,0.038382,
0.76331,-0.29001,
0.7221,0.0035134,
0.68751,-0.056886,
0.6689,-0.30795,
0.75183,0.053128,
0.75352,-0.26662,
0.88737,-0.33088,
0.63127,-0.41986,
0.82916,-0.020786,
0.76217,-0.14032,
0.71612,0.2905,
0.58181,0.22913,
0.9499,0.064805,
0.63287,0.15485,
1.0156,-0.18181,
1.0005,-0.16807,
0.87563,-0.15419,
0.79221,-0.092482,
0.79955,-0.24617,
0.66707,-0.42565,
0.7827,-0.13321,
0.81877,0.12875,
0.68998,-0.30507,
0.75096,0.27145,
